file,floatingpoint/integer,iterations,optimal tour,optimal tour length
48cities_avg10_std08_39,floatingpoint,9780,[(16 19) (40 18) (30 11) (13 26) (46 5) (43 40) (44 34) (1 27) (17 29) (27 39) (7 0) (12 7) (31 17) (11 3) (28 21) (6 46) (25 42) (5 41) (19 9) (45 16) (33 22) (47 45) (42 43) (0 31) (21 36) (22 47) (20 10) (3 13) (39 15) (36 2) (9 32) (8 24) (34 30) (24 33) (23 4) (2 6) (26 1) (15 8) (32 23) (37 12) (14 37) (35 25) (41 38) (4 14) (10 28) (29 20) (18 44) (38 35)],68.86192151229399
48cities_avg10_std08_48,integer,2027,[(21 5) (19 42) (22 10) (28 22) (24 40) (47 43) (40 39) (5 44) (20 23) (42 32) (1 31) (36 13) (34 35) (7 17) (12 26) (13 38) (16 30) (30 6) (0 20) (41 9) (37 11) (32 37) (45 1) (46 34) (43 2) (39 25) (38 33) (35 15) (8 0) (44 4) (33 41) (31 36) (29 7) (27 24) (18 45) (6 14) (4 27) (26 28) (25 8) (14 18) (11 29) (10 21) (17 16) (9 12) (3 19) (2 3) (15 47) (23 46)],73.0
48cities_avg10_std08_48,floatingpoint,24209,[(6 14) (36 5) (12 13) (38 0) (0 26) (30 20) (28 6) (21 22) (1 31) (16 30) (13 38) (33 45) (4 27) (18 47) (44 41) (26 4) (39 28) (40 44) (20 25) (5 40) (24 46) (23 35) (47 1) (41 9) (37 11) (32 23) (14 18) (45 37) (7 17) (3 19) (19 42) (35 15) (22 10) (42 32) (31 8) (34 21) (17 16) (9 12) (11 29) (25 39) (8 36) (27 24) (10 43) (46 34) (43 2) (2 3) (15 33) (29 7)],73.36529981990074
48cities_avg10_std08_12,integer,241,[(40 26) (28 29) (12 40) (14 34) (24 37) (42 35) (47 7) (37 31) (41 44) (33 38) (29 4) (18 2) (23 41) (32 23) (46 43) (19 10) (10 42) (13 14) (44 33) (34 5) (9 17) (27 0) (6 28) (15 16) (4 18) (1 11) (39 30) (0 6) (17 20) (5 15) (45 24) (38 45) (22 8) (36 1) (35 27) (31 12) (26 19) (20 47) (16 22) (11 39) (8 9) (3 32) (2 25) (21 36) (7 46) (30 13) (25 21) (43 3)],71.0
48cities_avg10_std08_12,floatingpoint,12305,[(15 16) (0 20) (39 6) (40 30) (25 21) (46 43) (36 1) (33 26) (22 8) (43 17) (29 4) (2 25) (23 41) (24 3) (31 12) (4 37) (14 34) (13 38) (18 2) (9 11) (1 5) (34 35) (42 10) (6 28) (3 32) (28 29) (20 47) (44 14) (12 40) (19 23) (47 7) (32 42) (10 33) (17 15) (41 44) (37 31) (16 22) (5 24) (27 0) (35 27) (26 19) (38 45) (8 9) (21 36) (7 46) (30 13) (11 39) (45 18)],71.84192225849014
48cities_avg10_std08_32,integer,3170,[(36 44) (40 41) (12 6) (4 21) (42 17) (3 2) (18 46) (23 19) (37 12) (17 33) (5 47) (25 5) (30 10) (46 37) (47 20) (20 43) (44 40) (39 26) (41 35) (14 15) (43 9) (15 30) (35 38) (34 25) (33 28) (16 36) (32 23) (21 24) (31 4) (28 14) (26 13) (24 7) (22 1) (19 22) (13 18) (0 27) (11 42) (10 8) (9 29) (8 45) (45 31) (27 32) (7 34) (2 11) (6 3) (1 39) (29 16) (38 0)],67.0
48cities_avg10_std08_32,floatingpoint,2177,[(27 34) (7 32) (8 45) (11 18) (13 14) (25 12) (37 0) (5 47) (38 16) (22 1) (12 41) (17 6) (15 30) (35 38) (31 4) (23 19) (20 43) (40 21) (3 2) (42 17) (21 24) (41 26) (39 10) (0 35) (46 37) (28 27) (4 33) (18 46) (43 9) (24 42) (47 20) (36 7) (44 40) (34 25) (14 15) (32 23) (30 5) (6 3) (29 44) (26 13) (2 11) (10 8) (1 39) (9 29) (45 31) (19 22) (16 36) (33 28)],67.5198680894969
48cities_avg10_std08_22,integer,8134,[(40 29) (26 33) (39 9) (37 34) (28 8) (42 7) (30 1) (22 47) (47 28) (43 32) (45 5) (36 38) (35 42) (34 36) (24 23) (5 39) (23 41) (15 43) (29 46) (21 26) (41 35) (27 19) (44 6) (32 30) (31 17) (10 15) (6 3) (25 44) (16 18) (11 2) (20 24) (9 21) (33 22) (19 40) (13 0) (46 14) (18 11) (17 4) (12 27) (14 10) (8 31) (7 16) (4 13) (1 45) (0 25) (3 37) (2 12) (38 20)],71.0
48cities_avg10_std08_22,floatingpoint,77317,[(24 23) (16 18) (2 33) (5 7) (39 12) (37 34) (35 42) (42 1) (36 5) (47 38) (9 21) (22 28) (30 47) (33 22) (19 40) (44 6) (32 30) (0 25) (15 43) (1 45) (11 2) (34 36) (26 4) (13 0) (40 29) (38 20) (14 10) (18 11) (17 41) (8 31) (23 39) (10 15) (45 32) (28 9) (43 8) (29 46) (31 17) (6 3) (25 44) (21 26) (4 13) (20 24) (41 35) (46 14) (12 27) (3 37) (7 19) (27 16)],75.57078597692788
48cities_avg10_std08_6,integer,8066,[(3 1) (45 27) (24 16) (47 22) (15 10) (25 34) (43 26) (42 9) (30 38) (37 4) (33 39) (29 30) (36 44) (44 7) (46 6) (41 47) (38 18) (35 17) (27 43) (26 5) (21 23) (40 25) (39 29) (28 19) (14 37) (2 31) (13 0) (23 45) (8 42) (34 8) (20 35) (19 24) (18 11) (22 15) (17 41) (10 46) (16 36) (11 14) (9 28) (7 2) (6 3) (5 32) (32 12) (31 13) (1 40) (0 33) (4 21) (12 20)],71.0
48cities_avg10_std08_6,floatingpoint,19493,[(46 6) (35 26) (38 18) (2 17) (13 0) (30 1) (4 38) (27 40) (1 28) (16 37) (14 46) (10 36) (36 39) (37 4) (12 21) (22 20) (25 31) (15 10) (44 7) (33 30) (9 34) (42 41) (28 9) (8 42) (19 24) (21 23) (39 29) (41 43) (43 47) (29 19) (23 45) (3 27) (17 15) (7 2) (40 25) (47 22) (34 8) (20 35) (24 16) (6 3) (18 11) (11 14) (31 13) (5 32) (0 33) (32 12) (26 5) (45 44)],74.48476517171504
48cities_avg10_std08_3,integer,2430,[(34 11) (14 39) (39 25) (45 20) (8 43) (46 32) (33 21) (31 2) (2 47) (32 27) (28 14) (6 38) (38 5) (0 34) (40 3) (43 15) (35 8) (47 29) (12 37) (37 24) (30 19) (29 18) (27 42) (26 22) (25 13) (17 10) (1 35) (24 6) (41 23) (16 4) (22 46) (21 44) (20 33) (4 41) (19 36) (15 7) (18 40) (23 30) (13 17) (11 9) (10 12) (9 1) (7 45) (5 16) (3 28) (42 0) (36 26) (44 31)],64.0
48cities_avg10_std08_3,floatingpoint,1139,[(3 14) (14 28) (2 47) (17 35) (1 13) (25 1) (9 11) (45 20) (10 12) (31 2) (46 32) (44 31) (36 26) (35 8) (47 29) (12 37) (18 40) (13 17) (37 24) (30 19) (0 34) (21 9) (26 22) (24 6) (15 7) (41 23) (28 5) (29 18) (5 16) (20 33) (8 43) (40 3) (43 15) (38 44) (39 38) (6 25) (7 45) (16 4) (22 46) (4 41) (34 39) (27 42) (23 30) (19 36) (33 21) (42 0) (11 27) (32 10)],65.32681666794562
48cities_avg10_std08_44,integer,845,[(24 2) (15 36) (2 3) (28 34) (25 32) (29 28) (13 37) (34 44) (7 38) (26 35) (42 26) (1 39) (5 1) (0 33) (44 45) (32 13) (20 31) (41 7) (22 5) (40 25) (14 4) (9 15) (39 24) (38 47) (37 12) (16 6) (43 20) (6 8) (36 30) (30 17) (35 0) (33 22) (31 18) (23 10) (21 11) (19 46) (18 40) (10 29) (17 19) (8 43) (4 21) (3 27) (47 9) (12 23) (45 42) (11 16) (27 41) (46 14)],72.0
48cities_avg10_std08_44,floatingpoint,28963,[(29 28) (25 32) (28 34) (15 47) (6 8) (19 41) (12 23) (5 35) (26 17) (38 30) (30 14) (35 0) (21 6) (22 5) (40 25) (32 13) (37 12) (34 44) (16 33) (36 22) (33 39) (27 1) (7 38) (1 26) (42 27) (44 45) (13 3) (45 42) (10 29) (0 37) (14 4) (23 10) (2 36) (9 46) (8 43) (3 15) (18 40) (39 24) (20 31) (41 7) (43 20) (31 18) (4 21) (17 19) (47 9) (11 16) (24 2) (46 11)],71.8916911284592
48cities_avg10_std08_18,integer,6591,[(13 20) (30 9) (25 40) (20 11) (45 23) (24 0) (16 22) (15 8) (5 26) (4 35) (0 21) (21 16) (43 36) (44 17) (14 1) (33 38) (37 13) (47 10) (46 34) (38 19) (42 29) (40 37) (36 30) (28 47) (31 14) (32 45) (29 5) (27 3) (23 15) (22 32) (26 2) (19 39) (18 31) (17 33) (11 12) (10 44) (9 25) (7 6) (6 24) (39 43) (1 7) (35 42) (12 46) (8 4) (3 18) (2 41) (34 27) (41 28)],71.0
48cities_avg10_std08_18,floatingpoint,9656,[(37 13) (1 32) (14 1) (10 44) (25 14) (31 9) (33 38) (6 24) (24 4) (7 6) (22 45) (32 40) (38 19) (29 5) (5 8) (15 25) (9 17) (44 36) (20 11) (16 22) (28 47) (0 21) (45 23) (36 30) (34 27) (46 34) (43 28) (11 12) (18 31) (8 10) (47 0) (30 20) (26 2) (19 39) (21 16) (17 33) (3 18) (39 43) (41 7) (35 42) (12 46) (23 15) (2 41) (40 37) (27 3) (42 29) (4 35) (13 26)],74.89104007376739
48cities_avg10_std08_30,integer,3959,[(41 40) (34 37) (27 7) (26 19) (25 9) (20 1) (15 39) (9 34) (46 36) (35 2) (42 17) (13 3) (11 12) (2 23) (31 43) (32 47) (38 18) (44 0) (43 24) (33 31) (40 13) (30 28) (37 10) (24 25) (21 46) (18 44) (16 30) (12 26) (36 11) (10 22) (14 41) (5 42) (22 14) (47 45) (19 5) (4 38) (28 20) (17 33) (8 35) (7 16) (6 29) (1 15) (29 4) (0 32) (23 21) (3 6) (39 8) (45 27)],74.0
48cities_avg10_std08_30,floatingpoint,68999,[(9 34) (1 15) (7 40) (47 45) (30 28) (36 26) (12 37) (33 31) (19 32) (41 10) (4 38) (37 5) (23 22) (22 21) (11 30) (0 16) (26 23) (2 43) (27 42) (5 14) (40 13) (25 19) (20 9) (34 3) (31 47) (32 18) (21 6) (3 1) (39 8) (45 27) (46 36) (10 11) (8 35) (14 46) (42 41) (38 17) (35 2) (43 24) (24 25) (44 0) (28 20) (17 33) (29 4) (6 29) (16 7) (18 44) (13 12) (15 39)],76.65287013055821
48cities_avg10_std08_21,integer,5423,[(33 40) (8 15) (13 8) (45 44) (14 33) (7 36) (10 47) (44 28) (6 10) (40 32) (46 31) (3 29) (39 12) (35 5) (4 25) (31 19) (47 37) (41 39) (16 18) (0 11) (42 9) (38 1) (37 17) (36 26) (29 45) (20 14) (1 42) (28 46) (27 35) (26 6) (5 16) (23 38) (25 0) (22 27) (21 34) (19 21) (43 30) (17 2) (18 3) (15 22) (12 23) (11 20) (9 13) (2 41) (32 24) (24 43) (30 7) (34 4)],76.0
48cities_avg10_std08_21,floatingpoint,45812,[(11 20) (12 23) (2 7) (5 18) (16 9) (15 22) (1 42) (29 45) (17 5) (27 35) (33 40) (7 36) (45 46) (13 44) (34 8) (37 4) (40 17) (19 21) (31 19) (46 31) (28 14) (20 2) (8 15) (4 25) (35 0) (25 38) (23 16) (6 41) (21 34) (10 28) (47 37) (41 39) (3 29) (44 32) (39 47) (43 30) (42 12) (26 6) (0 11) (22 27) (18 3) (38 1) (24 43) (36 26) (9 13) (32 24) (14 33) (30 10)],75.82374817228012
48cities_avg10_std08_11,integer,5287,[(39 20) (46 5) (44 33) (40 12) (34 21) (35 16) (6 22) (43 27) (41 39) (37 38) (0 13) (26 2) (42 30) (10 17) (33 40) (19 41) (32 35) (28 11) (22 23) (12 19) (27 47) (25 24) (5 8) (29 9) (24 31) (17 1) (23 0) (21 28) (18 32) (47 42) (20 7) (16 3) (15 6) (14 15) (30 4) (13 10) (11 43) (9 25) (7 46) (4 36) (3 26) (2 45) (38 29) (36 14) (31 44) (8 34) (1 18) (45 37)],65.0
48cities_avg10_std08_11,floatingpoint,7664,[(2 46) (7 45) (28 11) (6 21) (41 39) (34 12) (39 20) (22 23) (16 3) (10 17) (45 37) (1 18) (0 13) (26 2) (42 30) (15 6) (19 41) (21 28) (37 38) (25 0) (23 36) (11 43) (4 24) (40 16) (32 35) (27 47) (18 32) (20 7) (30 4) (13 10) (35 22) (9 25) (17 1) (46 5) (43 27) (44 33) (3 26) (14 15) (12 19) (47 42) (8 34) (33 40) (36 14) (5 8) (31 44) (38 29) (24 31) (29 9)],69.87362833657266
48cities_avg10_std08_17,integer,15569,[(6 8) (8 26) (3 33) (28 16) (47 20) (18 1) (22 19) (13 46) (1 22) (21 13) (43 6) (10 25) (42 44) (30 15) (39 43) (27 5) (20 11) (23 36) (44 40) (2 7) (35 38) (36 10) (33 31) (31 18) (29 27) (25 3) (45 0) (38 14) (19 34) (37 47) (32 39) (17 21) (0 23) (41 29) (16 32) (15 17) (14 28) (7 41) (26 45) (11 42) (9 37) (5 12) (34 30) (24 4) (12 24) (4 9) (40 35) (46 2)],69.0
48cities_avg10_std08_17,floatingpoint,7772,[(10 25) (38 14) (1 26) (45 22) (25 3) (19 34) (42 44) (2 5) (31 18) (12 24) (13 46) (11 42) (23 8) (18 1) (8 33) (6 10) (22 19) (28 16) (9 37) (33 31) (41 29) (7 41) (44 28) (40 35) (47 20) (16 32) (0 23) (20 36) (3 11) (36 7) (29 27) (46 2) (17 21) (27 40) (26 45) (30 15) (35 38) (34 30) (14 0) (37 47) (5 12) (39 43) (15 17) (32 39) (4 9) (24 4) (21 6) (43 13)],72.3047025494159
48cities_avg10_std08_26,integer,2741,[(17 42) (39 46) (46 34) (11 6) (1 14) (7 26) (15 12) (18 17) (0 7) (37 44) (42 35) (33 38) (13 3) (2 5) (12 21) (5 29) (31 4) (24 33) (20 37) (44 31) (38 40) (43 19) (36 10) (35 24) (32 23) (41 30) (30 15) (29 0) (26 8) (21 28) (19 18) (47 45) (34 9) (45 11) (27 47) (16 39) (14 32) (10 43) (3 41) (8 22) (6 1) (4 36) (40 13) (28 27) (25 2) (9 20) (22 16) (23 25)],73.0
48cities_avg10_std08_26,floatingpoint,58282,[(11 6) (46 34) (39 14) (17 42) (37 46) (22 16) (23 25) (47 2) (0 45) (33 17) (13 3) (12 35) (15 12) (14 33) (24 38) (32 23) (42 44) (2 5) (5 29) (31 4) (44 31) (38 40) (43 19) (10 43) (3 41) (8 22) (41 30) (25 0) (29 24) (16 39) (35 10) (20 21) (36 37) (30 15) (18 7) (26 8) (19 18) (21 28) (34 9) (45 11) (6 1) (9 20) (27 47) (4 36) (28 27) (40 13) (1 26) (7 32)],77.48900124505295
48cities_avg10_std08_16,integer,305797,[(27 26) (47 27) (19 1) (17 14) (42 16) (40 13) (43 0) (39 22) (35 7) (30 3) (33 32) (31 41) (36 30) (28 18) (3 10) (26 24) (45 25) (16 46) (11 43) (34 45) (13 20) (32 44) (29 15) (24 9) (21 23) (20 11) (1 34) (25 21) (18 4) (37 42) (15 37) (14 19) (12 5) (4 35) (6 29) (38 28) (10 6) (9 40) (8 31) (23 39) (7 12) (5 36) (2 33) (0 8) (44 17) (22 38) (41 2) (46 47)],69.0
48cities_avg10_std08_16,floatingpoint,47102,[(2 15) (33 37) (15 11) (9 40) (35 36) (8 31) (36 30) (0 8) (3 24) (27 4) (18 35) (4 19) (34 45) (12 5) (21 23) (26 29) (46 47) (20 10) (43 0) (1 34) (17 22) (37 42) (16 46) (39 41) (6 26) (30 7) (28 18) (41 2) (5 20) (13 14) (25 21) (14 12) (7 3) (23 39) (40 13) (32 44) (47 27) (19 1) (24 9) (10 6) (42 16) (45 25) (31 32) (22 38) (38 28) (44 17) (11 43) (29 33)],72.99455407267742
48cities_avg10_std08_31,integer,813,[(4 8) (36 26) (33 0) (22 34) (47 16) (25 41) (0 18) (46 1) (31 4) (41 33) (34 27) (45 46) (14 15) (30 3) (40 36) (39 35) (32 19) (26 44) (8 30) (35 20) (37 29) (29 21) (43 6) (38 43) (15 40) (3 28) (28 25) (27 24) (24 32) (17 12) (5 39) (23 2) (21 45) (19 14) (42 17) (16 7) (9 11) (12 10) (11 23) (18 22) (2 42) (1 38) (10 5) (7 9) (6 47) (20 31) (13 37) (44 13)],75.0
48cities_avg10_std08_31,floatingpoint,8737,[(0 1) (33 26) (9 11) (26 40) (23 44) (32 19) (25 41) (27 2) (31 0) (44 37) (22 34) (1 38) (13 35) (39 12) (17 24) (36 10) (14 15) (4 13) (40 8) (30 36) (46 3) (5 39) (12 46) (45 33) (41 4) (2 42) (10 5) (24 32) (35 20) (29 21) (21 45) (8 30) (37 29) (34 27) (38 43) (43 6) (19 14) (42 17) (16 7) (6 47) (11 23) (18 22) (28 25) (7 9) (20 31) (47 16) (3 18) (15 28)],76.00749709730441
48cities_avg10_std08_47,integer,1800,[(31 37) (30 5) (23 16) (16 10) (36 44) (4 13) (33 42) (34 40) (29 1) (43 29) (13 2) (27 14) (0 24) (46 30) (44 17) (40 3) (37 33) (24 32) (9 0) (22 46) (21 6) (20 26) (32 21) (45 4) (35 43) (19 27) (18 7) (17 8) (8 22) (15 34) (14 11) (12 9) (11 31) (28 12) (10 19) (42 39) (7 28) (38 36) (5 45) (6 47) (3 20) (1 41) (25 18) (39 35) (26 23) (2 25) (41 38) (47 15)],74.0
48cities_avg10_std08_47,floatingpoint,25863,[(43 29) (32 21) (24 32) (36 44) (35 43) (29 1) (20 26) (34 40) (16 10) (30 5) (9 0) (44 31) (37 33) (4 13) (11 24) (5 45) (8 16) (41 38) (6 47) (12 22) (3 9) (15 20) (23 34) (28 12) (33 42) (7 37) (18 28) (40 7) (19 27) (45 3) (14 11) (13 2) (42 39) (0 17) (1 41) (22 46) (47 15) (31 4) (26 23) (38 36) (17 8) (46 30) (27 14) (25 18) (39 35) (2 25) (10 19) (21 6)],80.38894767381184
48cities_avg10_std08_24,integer,774,[(38 34) (14 11) (41 10) (18 31) (10 1) (26 36) (7 13) (43 22) (44 30) (46 14) (31 6) (27 44) (4 23) (37 18) (9 39) (40 29) (19 37) (39 5) (36 9) (35 32) (45 19) (33 25) (8 40) (32 24) (22 4) (17 16) (16 45) (5 27) (28 41) (25 3) (24 2) (23 46) (21 43) (20 15) (15 38) (13 42) (11 26) (1 12) (30 33) (6 20) (29 7) (3 47) (0 8) (47 0) (12 35) (2 17) (34 21) (42 28)],75.0
48cities_avg10_std08_24,floatingpoint,12317,[(4 23) (31 6) (14 27) (38 34) (37 11) (11 44) (5 25) (17 16) (42 45) (26 36) (19 1) (18 31) (41 10) (7 13) (34 21) (27 28) (22 4) (8 40) (24 2) (33 37) (9 18) (46 14) (23 46) (21 43) (13 26) (10 42) (16 41) (3 47) (44 30) (32 24) (28 5) (36 9) (29 7) (12 35) (39 20) (6 33) (30 12) (35 32) (45 19) (25 3) (15 38) (0 8) (43 22) (20 15) (2 17) (47 0) (1 39) (40 29)],78.41605331314844
48cities_avg10_std08_33,integer,6330,[(47 45) (13 42) (4 16) (30 1) (7 20) (46 22) (36 3) (10 32) (19 4) (15 44) (20 31) (22 24) (43 25) (40 7) (8 41) (44 43) (9 14) (25 5) (33 29) (21 19) (1 46) (42 18) (41 23) (14 33) (39 27) (38 39) (32 36) (17 9) (35 17) (34 6) (31 0) (28 37) (16 2) (29 21) (27 47) (24 35) (23 34) (18 40) (12 10) (11 28) (6 11) (5 26) (3 30) (2 8) (0 15) (26 12) (37 38) (45 13)],72.0
48cities_avg10_std08_33,floatingpoint,32421,[(4 1) (9 12) (19 29) (22 44) (10 32) (15 39) (47 45) (0 15) (5 24) (26 21) (29 2) (16 31) (23 34) (32 36) (8 7) (30 3) (7 20) (14 33) (27 47) (36 22) (46 30) (3 41) (24 35) (21 19) (28 37) (20 4) (13 42) (43 16) (45 13) (34 6) (40 26) (17 9) (12 10) (18 40) (41 23) (6 11) (44 43) (11 28) (1 46) (37 38) (39 27) (42 18) (35 17) (31 0) (38 25) (2 8) (25 14) (33 5)],71.3834955383699
48cities_avg10_std08_19,integer,9978,[(24 35) (36 40) (47 23) (9 36) (42 7) (20 10) (45 9) (23 5) (29 32) (43 44) (30 8) (14 4) (40 12) (33 6) (0 31) (1 16) (41 37) (44 26) (18 45) (38 24) (26 0) (4 19) (37 1) (35 47) (34 33) (32 38) (31 25) (17 14) (19 30) (28 46) (27 39) (46 2) (25 27) (22 41) (21 18) (16 28) (12 15) (11 3) (2 13) (10 42) (8 22) (5 21) (3 29) (15 43) (13 34) (6 20) (7 11) (39 17)],70.0
48cities_avg10_std08_19,floatingpoint,36804,[(20 10) (4 36) (23 11) (39 17) (46 2) (29 27) (34 32) (25 13) (2 33) (42 22) (8 4) (11 3) (21 18) (5 21) (36 7) (27 0) (31 39) (30 8) (28 30) (14 6) (3 46) (1 16) (7 29) (12 15) (32 38) (47 23) (24 40) (44 45) (22 41) (18 37) (41 44) (43 5) (10 42) (40 12) (17 25) (19 14) (16 28) (13 34) (6 20) (9 35) (33 31) (15 43) (38 24) (37 1) (26 19) (0 26) (35 47) (45 9)],74.32650955065212
48cities_avg10_std08_25,integer,1998,[(30 40) (25 23) (38 43) (0 11) (37 36) (33 13) (36 0) (24 6) (18 10) (4 8) (44 41) (31 29) (21 14) (14 35) (47 28) (46 1) (39 4) (34 3) (45 38) (32 18) (29 46) (22 39) (28 16) (27 45) (11 24) (26 15) (9 31) (5 2) (35 9) (17 19) (16 34) (19 5) (13 17) (20 44) (12 25) (10 47) (6 30) (3 37) (8 7) (2 27) (1 26) (41 21) (40 33) (23 20) (15 22) (7 32) (42 12) (43 42)],72.0
48cities_avg10_std08_25,floatingpoint,10131,[(14 29) (31 14) (26 24) (44 36) (36 8) (34 3) (43 12) (0 43) (20 5) (4 41) (10 47) (18 10) (30 42) (25 19) (27 45) (38 40) (21 16) (1 26) (13 30) (6 0) (22 39) (28 1) (7 32) (23 44) (3 20) (46 28) (2 27) (32 18) (11 37) (33 13) (24 6) (19 17) (17 9) (5 31) (35 2) (9 35) (41 21) (39 4) (45 38) (29 46) (12 25) (47 15) (16 34) (8 7) (40 33) (15 22) (37 23) (42 11)],76.13083019902753
48cities_avg10_std08_42,integer,2900,[(47 7) (43 15) (44 27) (41 20) (23 31) (46 4) (15 10) (22 9) (24 33) (16 44) (40 5) (38 18) (39 11) (37 40) (31 21) (45 37) (29 30) (17 34) (14 8) (13 32) (12 26) (6 2) (28 24) (19 25) (36 28) (34 42) (3 1) (33 3) (11 12) (30 23) (27 39) (26 6) (35 17) (20 22) (25 0) (21 36) (18 43) (10 13) (5 16) (9 14) (8 38) (7 29) (4 47) (0 46) (2 35) (1 45) (32 19) (42 41)],80.0
48cities_avg10_std08_42,floatingpoint,7586,[(19 15) (27 39) (11 12) (5 16) (14 8) (30 23) (17 34) (38 18) (15 13) (24 10) (12 26) (4 33) (36 28) (46 25) (37 40) (25 47) (10 0) (33 3) (42 41) (16 44) (35 17) (43 36) (20 22) (0 46) (6 2) (21 29) (23 31) (22 9) (7 38) (8 7) (39 11) (44 27) (32 1) (45 37) (29 30) (18 43) (41 20) (28 21) (31 19) (34 42) (1 45) (2 4) (3 35) (26 6) (40 5) (9 14) (13 24) (47 32)],78.64015455669399
48cities_avg10_std08_35,integer,200,[(28 0) (23 46) (25 26) (36 34) (18 27) (35 25) (19 8) (40 3) (26 32) (44 13) (9 23) (7 35) (46 43) (21 19) (17 11) (6 9) (42 30) (1 29) (0 5) (45 20) (41 6) (39 22) (37 7) (34 15) (29 17) (13 39) (32 44) (33 16) (24 21) (22 4) (14 47) (15 14) (30 2) (11 38) (38 37) (10 36) (8 31) (12 10) (5 18) (4 40) (3 42) (47 28) (27 1) (20 33) (16 41) (2 24) (31 45) (43 12)],71.0
48cities_avg10_std08_35,floatingpoint,3649,[(26 8) (19 46) (23 35) (7 34) (36 23) (9 13) (44 12) (41 6) (10 36) (18 3) (31 27) (34 15) (25 26) (45 20) (21 19) (17 11) (28 45) (6 9) (46 43) (32 44) (29 17) (13 39) (33 16) (30 2) (35 25) (43 0) (3 42) (14 47) (5 18) (24 21) (22 4) (4 40) (42 30) (1 29) (38 37) (11 38) (27 1) (8 31) (2 24) (37 7) (15 14) (39 22) (16 41) (20 33) (47 28) (12 10) (0 32) (40 5)],72.87690837364185
48cities_avg10_std08_40,integer,21906,[(2 7) (41 10) (45 40) (0 27) (46 11) (39 35) (14 4) (10 14) (22 29) (31 1) (6 31) (44 22) (47 19) (7 28) (20 2) (34 9) (42 15) (32 25) (38 21) (37 39) (36 20) (13 0) (27 8) (4 26) (33 45) (35 16) (30 46) (25 18) (17 42) (29 24) (26 3) (11 13) (24 41) (40 37) (21 44) (23 33) (19 43) (16 5) (15 6) (9 17) (8 47) (5 38) (3 36) (1 12) (28 32) (12 30) (18 34) (43 23)],72.0
48cities_avg10_std08_40,floatingpoint,7351,[(2 7) (4 26) (46 11) (41 10) (11 14) (10 40) (32 25) (45 31) (40 39) (37 41) (24 13) (27 8) (23 33) (5 38) (20 19) (47 5) (25 18) (29 42) (30 46) (0 27) (17 4) (35 16) (16 17) (44 22) (21 44) (14 6) (19 43) (9 21) (8 47) (42 15) (15 35) (1 12) (43 34) (26 3) (7 28) (18 23) (33 45) (36 20) (31 1) (12 30) (6 9) (34 2) (39 29) (22 37) (28 32) (13 0) (3 24) (38 36)],74.79191450680887
48cities_avg10_std08_13,integer,3364,[(38 4) (44 13) (46 22) (3 19) (16 30) (18 34) (5 45) (10 33) (37 32) (35 16) (26 3) (23 29) (45 15) (4 41) (9 20) (7 36) (43 6) (36 14) (34 31) (40 43) (30 10) (32 2) (31 7) (33 37) (29 25) (27 44) (41 0) (25 38) (22 8) (42 12) (21 46) (20 5) (19 23) (17 9) (15 24) (47 21) (14 26) (13 35) (12 17) (11 18) (8 39) (6 28) (2 1) (0 40) (39 11) (1 42) (24 47) (28 27)],67.0
48cities_avg10_std08_13,floatingpoint,36057,[(46 22) (27 32) (34 33) (42 31) (18 44) (10 34) (24 47) (37 23) (21 46) (32 2) (40 43) (6 28) (20 5) (28 27) (7 36) (26 3) (19 41) (23 29) (4 20) (13 35) (9 38) (25 16) (35 30) (16 19) (5 45) (15 24) (8 39) (3 12) (41 0) (12 17) (38 4) (17 9) (45 15) (0 40) (22 8) (47 21) (14 26) (2 1) (11 18) (31 7) (39 11) (1 42) (30 10) (33 37) (29 25) (44 13) (36 14) (43 6)],70.49871529904279
48cities_avg10_std08_28,integer,9491,[(3 19) (16 41) (32 2) (47 36) (44 34) (17 7) (45 43) (40 13) (41 26) (20 22) (39 23) (36 38) (19 46) (31 47) (9 1) (26 45) (22 27) (8 28) (13 17) (11 20) (10 37) (2 30) (14 4) (46 25) (33 5) (1 14) (28 32) (43 40) (42 12) (37 42) (38 24) (4 3) (35 29) (23 31) (30 0) (29 21) (21 6) (25 33) (18 9) (15 11) (7 35) (6 44) (34 8) (5 10) (0 18) (27 39) (12 15) (24 16)],82.0
48cities_avg10_std08_28,floatingpoint,12125,[(33 5) (43 40) (39 23) (18 45) (21 43) (17 46) (31 47) (46 10) (47 36) (36 38) (5 6) (30 0) (23 31) (26 20) (19 12) (14 4) (10 18) (6 44) (45 14) (1 25) (9 1) (24 16) (12 15) (20 22) (15 11) (11 37) (13 17) (22 27) (25 33) (42 9) (28 32) (40 13) (8 28) (44 34) (7 35) (41 26) (0 7) (27 39) (32 2) (4 3) (35 29) (34 8) (2 30) (37 42) (38 24) (29 21) (3 41) (16 19)],81.18249677260344
